id,intent,question,answer
ADM002,admissions_application,Does XMUM allow online submission of applications?,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM002,admissions_application,Is it possible to submit my XMUM application through the internet?,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM002,admissions_application,XMUM online application portal,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM002,admissions_application,XMUM apply online website,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM002,admissions_application,Where do I go online to apply for XMUM?,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM002,admissions_application,How to apply XMUM online,"You can apply to XMUM online through the official application portal.

Steps to apply online:
1. Go to https://apply.xmu.edu.my/
2. Create an account on the portal.
3. Log in and complete the online application form.
4. Upload all required supporting documents.
5. Submit your application.

After submitting, you can track your application status through your personal dashboard. The Admissions Office may contact you if additional documents are needed.

For further assistance:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,What documents do I need to apply to XMUM?,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,Which supporting documents are required for the XMUM application?,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,What paperwork must I prepare before applying to XMUM?,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,What files and certificates should I submit when applying to XMUM?,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,XMUM application required documents,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,XMUM admission document checklist,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,What should I attach when submitting my XMUM application?,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM003,admissions_application,Documents needed XMUM apply,"Here are the supporting documents you need to prepare for your XMUM application:

Required documents:
- Certified copies of academic transcripts and certificates
- Copy of NRIC (Malaysian applicants) or passport (international applicants)
- Proof of application and registration fee payment (RM300)
- Scholarship & Study Grant Form (if applicable)

All documents must be submitted together with your completed application form through your chosen method:
- Online: https://apply.xmu.edu.my/
- Email: admissions@xmu.edu.my
- Paper: Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor

For document-related questions:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,Do I need to submit my academic transcripts when applying?,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,Is it mandatory to include my transcripts in the XMUM application?,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,Are academic records required as part of the application documents?,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,Must I send my exam results during the XMUM application process?,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,XMUM transcripts required application,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,XMUM academic results submission,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,Do they need my results when I apply to XMUM?,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM004,admissions_application,XMUM apply need exam results,"Academic transcripts are required as part of your XMUM application.

Accepted transcripts and qualifications include:
- STPM
- A-Level
- UEC
- Foundation / Matriculation
- Diploma
- Or equivalent academic results

These transcripts are used by the Admissions Office to assess your eligibility for your chosen programme. Specific requirements may vary depending on the programme you apply for.

For clarification on which transcripts to submit:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM005,admissions_application,When is the application deadline for XMUM?,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,What is the closing date for XMUM applications?,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,By when must I submit my XMUM application?,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,What is the last date to apply to Xiamen University Malaysia?,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,XMUM application deadline,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,XMUM intake closing date,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,When does XMUM stop accepting applications?,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM005,admissions_application,Last day to apply XMUM,"XMUM has multiple intake periods throughout the year, and application deadlines are aligned with each intake.

Main intakes for undergraduate programmes:
- February intake
- April intake
- September intake

Application tips:
- Apply early to allow enough time for processing, document verification, and admission review.
- Deadlines may vary depending on the programme, so it is recommended to check early.
- Late applications may not be accepted for your preferred intake.

For intake-specific deadlines:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079
- Portal: https://apply.xmu.edu.my/"
ADM006,admissions_application,How long does the XMUM application process take?,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,What is the processing time for a XMUM application?,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,How many days will it take before I hear back from XMUM?,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,What is the expected waiting time after submitting a XMUM application?,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,XMUM application processing time,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,XMUM response time after applying,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,When will XMUM get back to me after I apply?,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM006,admissions_application,How long to get reply from XMUM,"The processing time for your XMUM application depends on several factors.

Factors that may affect processing time:
- Completeness of your submitted documents
- The programme you are applying for
- The current volume of applications being processed

Tips to avoid delays:
- Submit all required documents correctly and completely in one submission.
- Respond promptly if the Admissions Office requests additional documents or information.
- Monitor your email and application dashboard regularly for updates.

You can track your application status through the application portal:
https://apply.xmu.edu.my/

For updates on your application:
- Email: admissions@xmu.edu.my
- Phone: +03 7610 2079"
ADM007,admissions_application,When does XMUM open for intake?,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,What are the intake periods at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,How many intakes does XMUM offer per year?,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,Which months does XMUM accept new students?,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,XMUM intake dates,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,XMUM semester intake schedule,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,When can I start studying at XMUM?,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM007,admissions_application,XMUM intake months when,"Xiamen University Malaysia (XMUM) offers multiple intake periods throughout the year. For undergraduate programmes, the main intakes are in February, April, and September."
ADM008,admissions_application,Is there an application fee to apply to XMUM?,"An application and registration fee is required when applying to XMUM.

Fee details:
- Amount: RM300 (non-refundable)
- Additional SST may apply for international students

Payment methods accepted:
- Cash
- Cheque
- Bank transfer
- Flywire (for international students)

This fee must be paid during the application process before your application can be reviewed by the Admissions Office."
ADM008,admissions_application,Do I have to pay to submit an application to XMUM?,"An application and registration fee is required when applying to XMUM.

Fee details:
- Amount: RM300 (non-refundable)
- Additional SST may apply for international students

Payment methods accepted:
- Cash
- Cheque
- Bank transfer
- Flywire (for international students)

This fee must be paid during the application process before your application can be reviewed by the Admissions Office."
